PopCode,Area,Sex,Age,AgeInterval,Type,Day,Month,Year,RefCode,Access,Population,NoteCode1,NoteCode2,NoteCode3,LDB
SA,5,f,30,1,O,30,6,1973,3,O,7741,.,.,.,1
SA,5,f,31,1,O,30,6,1973,3,O,7461,.,.,.,1
SA,5,f,32,1,O,30,6,1973,3,O,7191,.,.,.,1
SA,5,f,33,1,O,30,6,1973,3,O,7207,.,.,.,1
SA,5,f,34,1,O,30,6,1973,3,O,7125,.,.,.,1
SA,5,f,35,1,O,30,6,1973,3,O,6920,.,.,.,1
SA,5,f,36,1,O,30,6,1973,3,O,6946,.,.,.,1
SA,5,f,37,1,O,30,6,1973,3,O,6860,.,.,.,1
SA,5,f,38,1,O,30,6,1973,3,O,6374,.,.,.,1
SA,5,f,39,1,O,30,6,1973,3,O,6546,.,.,.,1
SA,5,f,40,1,O,30,6,1973,3,O,6445,.,.,.,1
SA,5,f,41,1,O,30,6,1973,3,O,6489,.,.,.,1
SA,5,f,42,1,O,30,6,1973,3,O,7342,.,.,.,1
SA,5,f,43,1,O,30,6,1973,3,O,6764,.,.,.,1
SA,5,f,44,1,O,30,6,1973,3,O,7153,.,.,.,1
SA,5,f,45,1,O,30,6,1973,3,O,7263,.,.,.,1
SA,5,f,46,1,O,30,6,1973,3,O,7301,.,.,.,1
SA,5,f,47,1,O,30,6,1973,3,O,7570,.,.,.,1
SA,5,f,48,1,O,30,6,1973,3,O,7493,.,.,.,1
SA,5,f,49,1,O,30,6,1973,3,O,7233,.,.,.,1
SA,5,f,50,1,O,30,6,1973,3,O,7351,.,.,.,1
SA,5,f,51,1,O,30,6,1973,3,O,7320,.,.,.,1
SA,5,f,52,1,O,30,6,1973,3,O,7388,.,.,.,1
SA,5,f,53,1,O,30,6,1973,3,O,6549,.,.,.,1
SA,5,f,54,1,O,30,6,1973,3,O,5938,.,.,.,1
SA,5,f,55,1,O,30,6,1973,3,O,6012,.,.,.,1
SA,5,f,56,1,O,30,6,1973,3,O,5873,.,.,.,1
SA,5,f,57,1,O,30,6,1973,3,O,5806,.,.,.,1
SA,5,f,58,1,O,30,6,1973,3,O,5975,.,.,.,1
SA,5,f,59,1,O,30,6,1973,3,O,5994,.,.,.,1
SA,5,f,60,1,O,30,6,1973,3,O,5800,.,.,.,1
SA,5,f,61,1,O,30,6,1973,3,O,5547,.,.,.,1
SA,5,f,62,1,O,30,6,1973,3,O,5583,.,.,.,1
SA,5,f,63,1,O,30,6,1973,3,O,4966,.,.,.,1
SA,5,f,64,1,O,30,6,1973,3,O,4909,.,.,.,1
SA,5,f,65,1,O,30,6,1973,3,O,4729,.,.,.,1
SA,5,f,66,1,O,30,6,1973,3,O,4263,.,.,.,1
SA,5,f,67,1,O,30,6,1973,3,O,4257,.,.,.,1
SA,5,f,68,1,O,30,6,1973,3,O,3972,.,.,.,1
SA,5,f,69,1,O,30,6,1973,3,O,3628,.,.,.,1
SA,5,f,70,1,O,30,6,1973,3,O,3382,.,.,.,1
SA,5,f,71,1,O,30,6,1973,3,O,3315,.,.,.,1
SA,5,f,72,1,O,30,6,1973,3,O,3419,.,.,.,1
SA,5,f,73,1,O,30,6,1973,3,O,3301,.,.,.,1
SA,5,f,74,1,O,30,6,1973,3,O,2857,.,.,.,1
SA,5,f,75,1,O,30,6,1973,3,O,2704,.,.,.,1
SA,5,f,76,1,O,30,6,1973,3,O,2641,.,.,.,1
SA,5,f,77,1,O,30,6,1973,3,O,2631,.,.,.,1
